#FreeAmade	O
Àarẹ	O
tún	O
tẹ̀síwájú	O
pé	O
Lásìkò	O
Ramadan	O
yíi,ìbásepọ̀	O
tí	O
ẹ	O
máa	O
ń	O
se	O
tẹ́lẹ̀	O
tí	O
di	O
ohun	O
tí	O
ààrùn	O
Corona	B-LOC
sọ	O
di	O
ewu	O
báyìí	O
,	O
ààrẹ	O
wa	O
rọ	O
gbogbo	O
àwọn	O
mùsùlùmí	O
láti	O
sọ́ra	O
,	O
kí	O
wọn	O
sì	O
yàgò	O
fún	O
àwọn	O
ìpéjọpọ̀	O
nípa	O
oúnjẹ	O
àti	O
gbígbàdúrà	O
papọ̀	O
,	O
ní	O
èyí	O
tí	O
àwọn	O
adarí	O
ẹlẹ́sìn	O
ti	O
fòpin	O
si	O
báyìí	O
ní	O
gbogbo	O
àgbáyé	O
.	O
	
Ó	O
wá	O
kí	O
gbogbo	O
àwọn	O
mùsùlùmí	O
lórílẹ̀	O
èdè	O
yíi	O
àti	O
ní	O
gbogbo	O
àgbáyé	O
pé	O
gbogbo	O
ìbùkún	O
inú	O
ààwẹ̀	O
mímọ́	O
yìí	O
yóò	O
jẹ́	O
ti	O
wọn	O
.	O
	
Adémọ́lá	O
Adépọ̀jù	B-PER
.	O
	
COVID-19	O
:	O
Àwọn	O
ènìyàn	O
mọ́kànléláàdọ́rùn	O
ún	O
(	O
91	O
)	O
míràn	O
tún	O
jẹyọ	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
	
Àwọn	O
ènìyàn	O
mọ́kànléláàdọ́rùn	O
ún	O
(	O
91	O
)	O
míràn	O
tún	O
ti	O
jẹyọ	O
tí	O
wọ́n	O
ní	O
ààrùn	O
Corona	B-LOC
(	O
COVID	O
19	B-DATE
)	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
.	O
	
ní	O
èyí	O
tí	O
ó	O
jẹ́	O
kí	O
iye	O
àwọn	O
tó	O
ní	O
ààrùn	O
Corona	B-LOC
jẹ́	O
mẹ́tàléláàdọ́rinléníẹgbẹ̀rin(873)	O
,	O
nigba	O
ti	O
awọn	O
eniyan	O
bi	O
mẹ́tàdínnígba	O
(	O
197	O
)	O
ti	O
gba	O
iwosan	O
,	O
ti	O
awọn	O
eniyan	O
márùndínlọ́gbọ̀n	O
(	O
25	B-DATE
)	O
ṣi	O
ti	O
jẹ	O
Ọlọ́run	O
nípè	O
.	O
	
Ajọ	O
to	O
n	O
gbogun	O
ti	O
ajakalẹ	O
aarun	O
lórílẹ̀	O
èdè	O
Nàíjíríà	O
(	O
NCDC	B-ORG
)	O
lo	O
kede	O
yii	O
loriẹrọ	O
Twitter	B-ORG
wọn	O
,	O
@NCDC	O
.	O
	
gov	O
.	O
	
Ninu	O
ènìyàn	O
mọ́kànléláàdọ́rùn	O
ún	O
(	O
91	O
)	O
ti	O
wọn	O
sẹsẹ	O
jẹyọ	O
ọhun	O
,	O
mẹ́rìnléláàdọ́rin	O
(	O
74	O
)	O
ni	O
ipinlẹ	O
Eko	B-ORG
,	O
márùn	O
ún	O
(	O
5	B-DATE
)	O
ni	O
ipinlẹ	O
Katsina	B-LOC
,ẹyọ	O
kan	O
(	O
1	B-DATE
)	O
ni	O
ilu	O
Abuja	B-LOC
,	O
Federal	B-ORG
Capital	I-ORG
Territory	I-ORG
(	O
FCT),mẹ́rin	O
(	O
4	B-DATE
)	O
ni	O
ipinlẹ	O
Ogun	B-PER
,	O
méjì	O
(	O
2	B-DATE
)	O
ni	O
ìpínlẹ̀	O
Delta	B-LOC
ati	O
Edo	B-LOC
,ẹyọ	O
kan	O
(	O
1	B-DATE
)	O
níìpínlẹ̀	O
Ọ̀yọ́	B-LOC
,	O
Kwara	O
àti	O
Adámáwá	O
.	O
	
Adémọ́lá	O
Adépọ̀jù	B-PER
	
91	B-DATE
new	O
cases	O
of	O
#COVID19	O
have	O
been	O
reported;74	O
in	O
Lagos5	O
in	O
Katsina4	O
in	O
Ogun2	O
in	O
Delta2	O
in	O
Edo1	O
in	O
Kwara1	O
in	O
Oyo1	O
in	O
FCT1	O
in	O
AdamawaAs	O
at	B-ORG
11:25	B-DATE
pm	O
22nd	O
April	B-PER
there	O
are	O
873	O
confirmed	O
cases	O
of	O
#COVID19	O
reported	O
in	O
Nigeria	B-LOC
.	O
	
Discharged	O
:	O
197Deaths	O
:	O
28	B-DATE
pic	O
.	O
	
twitter	O
.	O
	
com/oDazHLpLp0	O
.	O
	
VON	B-ORG
NIGERIA	O
ENDS	O
	
Ìjọba	O
ìpínlẹ̀	O
ní	O
àwọn	O
ènìyàn	O
mẹ́wa	O
tó	O
farakáásáá	O
níbi	O
ìsẹ̀lẹ̀	O
iná	O
tó	O
selẹ̀	O
4/7/2019	O
ìlu	O
Ìjegun	O
loti	O
dágbéré	O
fún	O
áyé	O
bójepé	O
iná	O
owun	O
ti	O
jó	O
wọn	O
kọjá	O
sísọ	O
.	O
	
Akọ̀wé	O
ìjoba	O
lórí	O
ètò	O
ìlere	O
Dókítà	O
Titilayo	B-PER
Goncalves	O
tò	O
bá	O
àwọn	O
Akọ̀ròyìn	O
sọ̀rọ̀	O
ni	O
méje	O
lára	O
wọn	O
lókú	O
ní	O
ilé	O
ìwòsàn	O
ẹ̀kọ́ṣẹ́	O
ètò	O
ìlera	O
Lagos	B-ORG
State	I-ORG
University	I-ORG
Teaching	I-ORG
Hospital	I-ORG
Ikeja	O
tí	O
àwọn	O
mẹ́tta	O
mii	O
si	O
pàdánù	O
ẹ̀mì	O
ní	O
Gbagada	O
General	B-ORG
Hospital	B-PER
Leeko	O
.	O
	
Nínú	O
ọ̀rọ̀	O
e	O
ò	O
ni	O
àwọn	O
ènìyàn	O
méjìlélógún	O
tí	O
wọ́n	O
fi	O
Ọkọ̀	O
pàjáwìrì	O
nibi	O
ìṣẹ̀lẹ̀	O
oun	O
ni	O
wọ́n	O
gbé	O
ti	O
méjìlá	O
si	O
wa	O
ní	O
ẹ̀ka	O
ìjàmbá	O
iná	O
Gbagada	O
tí	O
enìkan	O
sìwà	O
ni	O
Alimosho	O
General	B-ORG
Hospital	B-PER
	
Dókítà	O
Titilayo	B-PER
ni	O
gbogbo	O
ìgbìyànjú	O
làwọn	O
wa	O
lati	O
máse	O
pàdánù	O
ẹ̀mí	O
Kankan	B-LOC
mọ́	O
.	O
	
Bakanna	O
lóní	O
ara	O
àwọn	O
tó	O
kù	O
ti	O
yaaaa	O
.	O
	
Ààrẹ	O
tintun	O
orílẹ̀	O
èdè	O
Greece’s	O
Mrkyriakos	O
Mitsotakis	O
tiní	O
òun	O
ò	O
ní	O
já	O
àwọn	O
ará	O
ilu	O
ní	O
taanmọ	O
lẹ́yin	O
ti	O
Ìjọba	O
ti	O
bọ́sí	O
lọ́wọ́	O
,	O
	
Mrkyriakos	O
tófi	O
ẹ̀yìn	O
akegbẹ̀	O
jonlẹ̀	O
pẹ̀lú	O
àbájáde	O
egbelemùkú	O
ìbò	O
	
Prime	B-ORG
minister	O
yi	O
tun	O
ni	O
owun	O
yi	O
o	O
se	O
ìjoba	O
aláàfíà	O
lórí	O
gbogbo	O
arà	O
	
Bákannà	O
lótún	O
se	O
ìlérí	O
láti	O
sè	O
ìpàdé	O
pẹ̀lú	O
àwọn	O
Olókoòwò	O
láti	O
jẹ́kí	O
ẹ̀kùn	O
owó	O
o	O
le	O
wọ̀lú	O
.	O
	
Àrẹ	O
Mohammedu	O
Buhari	B-PER
ti	O
padá	O
sí	O
Àbújá	B-LOC
lọ́jọ́	O
ajé	B-DATE
lẹ́yìn	O
ìpàdè	O
pẹ̀lú	O
Àjo	O
Africa	B-ORG
Union	B-LOC
ní	O
Niamey	B-LOC
Niger	I-LOC
Republic	I-LOC
elékejìlá	O
irú	O
	
Àjọ	O
Akọ̀ròyìn	O
News	B-ORG
Agency	I-ORG
of	I-ORG
Nigeria	I-ORG
jábọ́	O
pé	O
ọkọ̀	O
òfurufú	O
tó	O
gbé	O
Ààrẹ	O
àti	O
àwọn	O
tí	O
wọ́n	O
jo	O
kọ́ọ̀wọ̀rìn	O
bale	O
igun	O
pápákọ̀	O
Nnamdi	B-PER
Azikwe	O
International	O
Airport	O
ní	O
aago	B-DATE
kan	I-DATE
kọjá	I-DATE
ìṣẹ́jú	O
mẹ́ẹ̀dógún	O
.	O
	
Ààrẹ	O
fọ́wọ́sí	O
ìwé	O
àdéhùn	O
pẹ́lú	O
AFCFTA	O
gẹ́gẹ̀bí	O
Àre	O
ketàlélọ́gọ́ta	O
ti	O
yi	O
o	O
ti	O
owọ́	O
bọ	O
ìwé	O
yí	O
lágbàyé	O
.	O
	
Àre	O
dá	O
ìwé	O
yí	O
dúró	O
de	O
osú	O
karun	O
ọdún	B-DATE
2019	I-DATE
.	O
	
Ìdádúrò	O
tí	O
wọ́n	O
fi	O
àyè	O
gbà	O
àwọn	O
Alẹ́nulọ́rọ́,Onìmọ̀	O
ìjìnlẹ̀	O
láti	O
jábọ̀	O
ìwádìí	O
wọn	O
bí	O
Nigeria	B-LOC
se	O
gbaradì	O
láti	O
darapọ̀	O
mọ́	O
wọn	O
.	O
	
(	O
Àparò	O
kan	O
ò	O
ju	O
kan	O
lo	O
àfi	O
èyító	O
bá	O
gun	O
orí	O
ebè	O
)	O
Ìpolongo	O
ati	O
ìkéde	O
lórí	O
ẹ̀tò	O
láàrín	O
àwọn	O
Ọ̀kùnrin	O
sí	O
Obìrinbi	O
kì	O
ṣe	O
fún	O
ìfi	O
igagbága	O
bíkòsepé	O
ki	O
takọ	O
tabo	O
ilẹ̀	O
yi	O
le	O
kópa	O
nínú	O
ìlọsíwájú	O
orílẹ̀	O
èdè	O
wa	O
.	O
	
Ọ̀rọ̀	O
yí	O
ni	O
mínísítà	O
fún	O
ètò	O
iṣé	O
dokita	O
Nike	B-PER
Akande	I-PER
sọ	O
níbi	O
ètò	O
kan	O
tí	O
Ìjọba	O
ìpínlẹ̀	O
Èkò	O
gbé	O
kalẹ̀	O
láti	O
sààmìì	O
àyájọ́	O
À	O
wọn	O
Obìnrin	O
lágbàyé	O
[IDW]	O
.	O
	
Ófikún	O
ọ̀rọ̀	O
rẹ̀	O
pé	O
ìwoye	O
ọjọ́	O
iwájú	O
Orílẹ̀	O
èdè	O
yí	O
níse	O
pẹ̀lú	O
ètò	O
ìdájọ́,Ìsọ̀kan	O
àti	O
Orí	O
ò	O
ju	O
orí	O
.	O
	
Nínú	O
Ọ̀rọ́	O
tí	O
Gomina	B-PER
Ìpínlẹ̀	O
Èkó	B-LOC
Ọ̀gbẹ́ni	O
Akíwùnmí	O
Ambode	B-PER
tí	O
Commisona	O
fún	O
ọ̀rọ̀	O
àwọn	O
Ọ̀dọ́	O
ati	O
Ìdàgbásókè	O
Ọ̀gbẹ́ni	O
Agboọ́lá	O
Dábírí	O
tó	O
soju	O
fun	O
ni	O
tába	O
wo	O
inú	O
agbo	O
òsèlú	O
ipa	O
ribiribi	O
l	B-ORG
àwọn	O
Obirin	O
nko	O
pelu	O
ètò	O
ọrọ	O
Ajé	B-DATE
Ìpínlè	O
,	O
Bákànnà	O
lótún	O
rọ	O
awọn	O
Òbí	O
ati	O
Alágbàtọ́	O
láti	O
ma	O
gba	O
àwọn	O
ọ̀dọ́	O
ĺámọ̀ràn	O
pàápàá	O
àwọn	O
Ọ̀dómọbìnrin	O
lati	O
ni	O
ìwà	O
ọmọlúwàbí	O
kí	O
wọ́n	O
le	O
jẹ́	O
aṣíwájú	O
rere	O
lẹ́yìn	O
ọ̀la	O
.	O
	
Asojú	O
ni	O
ilé	O
Ìgbìmọ̀	O
asòfin	O
tón	O
sojú	O
ekùn	O
etì	O
ọ̀sà	O
kejì	O
Ọ̀gbẹ́ni	O
Gbolahan	B-PER
Yishawu	O
ti	O
gbóríyìn	O
fún	O
àwọn	O
òṣìṣẹ́	O
fún	O
àtílẹ́yìn	O
wọn	O
láti	O
gbé	O
Orílẹ̀	O
èdè	O
yí	O
ga	O
.	O
	
Ọ̀gbẹ́ni	O
Yishawu	O
nínú	O
ìwé	O
Àpilẹ̀ko	O
tó	O
fi	O
ki	O
àwọn	O
òṣìṣẹ́	O
tósí	O
dúpẹ́	O
lọ́wọ́	O
Àjo	O
À	O
wọn	O
òṣìṣẹ́	O
pẹ̀lú	O
àjo	O
tó	O
nmú	O
ojútó	O
Ayédádé	O
Òṣìṣẹ́	O
àti	O
Àjo	O
Olókowò	O
bí	O
wọ́n	O
ṣe	O
ja	O
Àjàyè	O
lórí	O
kúnwó	O
owó	O
oṣù	B-DATE
àwọn	I-DATE
òṣìṣẹ́	O
.	O
	
Aṣòfin	O
tún	O
mú	O
dá	O
àwọn	O
òṣìṣẹ́	O
lójú	O
pé	O
ìsèjoba	O
Ààrẹ	O
mohammadu	O
Buhari	B-PER
mọ	O
rírì	O
wọn	O
tósìjẹ́	O
kóbuwólu	O
ìbéèrè	O
wọn	O
tósì	O
ti	O
dì	O
òffin	O
.	O
	
Ọ̀gbẹ́ni	O
Yishawu	O
tún	O
rọ	O
àwọn	O
Oníléṣẹ́	O
tósi	O
ńjẹ	O
àwọn	O
òṣìṣẹ́	O
wọn	O
lówó	O
osú	O
láti	O
san	O
Owo	B-LOC
wọn	O
fún	O
wọn	O
lásìkò	O
nítorípé	O
kòye	O
kí	O
òògùn	O
Alábàárù	O
gbẹ	O
kótó	O
gbowó	O
ọ̀yá	O
e	O
	
Bí	O
gbogbo	O
òṣìṣẹ́	O
lágbáyé	O
se	O
n	O
sààmì	O
àyájó	O
àwọn	O
òṣìṣẹ́	O
ní	O
gbogbo	O
ipele	O
lati	O
se	O
ètò	O
ilé	O
olówópókú	O
,ètò	O
ìlera	O
tó	O
jíre	O
lówó	O
tí	O
kògani	O
lára	O
àti	O
sìsan	O
owo	O
Àjemọ́nu	O
àwọn	O
òṣìṣẹ̀	O
fẹ̀yìtì	O
lásìkò	O
.	O
	
Alága	O
fún	O
Àjo	O
Akoròyìn	O
ẹ̀ka	O
ti	O
ìpínlẹ̀	O
èkó	O
Ọ̀gbẹ́ni	O
Qazeem	O
Akinreti	O
ló	O
so	O
ọ̀rọ̀	O
yí	O
fún	O
àwọn	O
akọ̀ròyìn	O
.	O
	
Dokita	O
Akinreti	O
tún	O
ní	O
lẹ́yìn	O
ìbuwọ́lù	O
owó	O
oṣù	B-DATE
òṣìṣẹ́	I-DATE
to	O
kéré	O
ju	O
ọ̀pọ̀lọ̀pọ̀	O
ikàn	O
amú	O
ayé	O
derùn	O
toye	O
ki	O
ìjoba	O
o	O
mójútó	O
láti	O
ìgbè	O
ayé	O
ìrọ̀rùn	O
ba	O
àwọn	O
òṣìṣẹ́	O
.	O
	
Ondìíje	O
dupò	O
Kánsílọ̀	O
ní	O
Ọ̀bẹ̀lẹ́	O
Oníwàálà	O
lágbègbè	O
Sùrúlèrè	O
ni	O
Ìpínlẹ̀	O
eko	O
,	O
Ọ̀gbẹ́ni	O
Kazeem	O
Beelo	O
ní	O
Àjo	O
elétò	O
ìdìbò	O
ìpínlẹ̀	O
èkó	O
LASIEC	O
ti	O
fun	O
ní	O
ìwé	O
ẹ̀rí	O
láti	O
padà	O
si	O
Office	B-ORG
lekan	O
si	O
.	O
	
Alága	O
Àjo	O
ọ̀wun	O
onídajo	O
Ayotunde	B-PER
Phillips	I-PER
ki	O
Ọ̀gbeni	O
Bello	B-PER
kú	O
oríre	O
tósì	O
tun	O
gba	O
lámọ̀ràn	O
làti	O
teramọ́	O
isẹ́	O
Ìdàgbàsokè	O
agbègbè	O
	
Onídàájọ́	O
phllips	O
nibi	O
to	O
ti	O
jabo	O
fun	O
Komisona	O
fun	O
Ajo	O
oun	O
Hon	O
Olusegun	B-PER
Ayedun	I-PER
nii	O
dandan	O
nii	O
látikó	O
ipaa	O
pàtàkì	O
lárìín	O
ẹgbẹ́	O
òṣèlù	O
to	O
ndije	O
	
Aláága	O
yi	O
tó	O
fi	O
èhónu	O
re	O
wò	O
bi	O
àwọn	O
Olùgbè	O
kanṣe	O
kọ̀	O
lati	O
jááde	O
kópa	O
nínú	O
eto	O
ìdìbò	O
ọ̀wún	O
.	O
	
Alága	O
tun	O
dúpẹ́	O
púpọ̀	O
lọ̀wọ̀	O
àwọn	O
eléto	O
ààbo	O
paapa	O
àwọn	O
Agbófínro	O
atì	O
awọn	O
Eleto	O
aabo	O
ipinle	O
(	O
DSS	B-ORG
)	O
pẹ̀lú	O
Civil	B-ORG
Defence	O
.	O
	
Àjo	O
tò	O
kojú	O
ìsẹ̀lẹ̀	O
pàjáwìrì	O
iyen	O
Lagos	B-LOC
Management	B-ORG
Agency	B-LOC
(	O
LAGSEMA	O
)	O
ti	O
ro	O
àwọn	O
Awakọ̀	O
àti	O
àwọn	O
tó	O
n	O
wà	O
kẹ̀kẹ́	O
ẹlẹ́sẹ̀	O
mẹ́tta	O
lati	O
maa	O
se	O
jẹ́jẹ́	O
lójú	O
pópó	O
ki	O
ìfi	O
ẹ̀mí	O
sòfò	O
lójú	O
pópó	O
o	O
le	O
di	O
owun	O
Àfìsẹ́yìn	O
nílẹ̀yí	O
papa	O
lásìkò	O
ti	O
wọn	O
ba	O
nsodá	O
lójú	O
irin	O
(	O
Railway	O
)	O
	
Ọ̀gbẹ́ni	O
Adesina	B-PER
Tiamiyu	O
tó	O
jẹ́	O
ọ̀ga	O
Àgbà	O
fún	O
Àjo	O
to	O
ńgba	O
à	O
wọn	O
awakọ̀	O
ati	O
a	O
wọn	O
oní	O
kẹ̀kẹ̀	O
ẹlẹẹ́sẹ̀	O
mẹ́tta	O
lámọ̀ràn	O
látima	O
tẹ̀lé	O
òffin	O
ìrìnnà	O
ọkọ̀	O
ati	O
ìdarí	O
ojú	O
pópó	O
	
Ọ̀rọ̀	O
yi	O
lówáyé	O
látàrí	O
ìsẹ̀lẹ̀	O
kẹ̀kẹ́	O
ẹlẹ̀sẹ̀	O
mẹ́tta	O
kan	O
se	O
kósí	O
enu	O
ọkọ̀	O
ojú	O
irin	O
(	O
railway)ni	O
agbègbè	O
Shina	B-PER
Peters	I-PER
ni	O
Ìjú	O
.	O
	
Ọ̀gbẹ́ni	O
Tiamiyu	O
ní	O
tóbásepé	O
dẹ́rẹ́bayi	O
mu	O
sùúrù	O
tótún	O
tẹ̀lé	O
ìlànà	O
òffin	O
irúfẹ́	O
isele	O
yi	O
ìbátí	O
wáyé	O
bakanna	O
lótún	O
nro	O
wọn	O
lati	O
dẹ́kun	O
ìfi	O
ẹ̀mí	O
ati	O
dúkìá	O
sòfò	O
látàrí	O
eré	O
àsápajúdé	O
àti	O
àìní	O
sùúrù	O
.	O
	
Mohammed	B-PER
Buhari	I-PER
tiní	O
kí	O
gbogbo	O
Òṣìṣẹ́	O
ólọfi	O
okànbalẹ̀	O
nítorípé	O
ìsèjoba	O
oun	O
yi	O
o	O
mu	O
ìdẹ̀rùn	O
bá	O
àwọn	O
òṣìṣẹ́	O
ní	O
gbogbo	O
ọ̀nà	O
èyi	O
ni	O
ise	O
ìkíni	O
ìwúrí	O
tófi	O
ránsẹ́	O
sí	O
àwọn	O
òṣìṣẹ́	O
níbi	O
tí	O
Minisita	O
fún	O
ètò	O
ìgbani	O
sí	O
isẹ́	O
níbi	O
Dokita	O
Chris	B-PER
Ngige	I-PER
tilo	O
sojú	O
fun	O
Ààrẹ	O
ònì	O
òwà	O
nínú	O
èrò	O
ati	O
ìpinu	O
rere	O
fun	O
àwọn	O
òṣìṣẹ́	O
lori	O
ìdókoòwò	O
ti	O
yi	O
o	O
mú	O
ọrọ̀	O
ajé	B-DATE
wa	O
gbéra	O
sókè	O
.	O
	
Nínú	O
isẹ́	O
ìkíni	O
ti	O
Olórí	O
ilé	O
ìgbìmọ̀	O
asòfin	O
Dokita	O
Bukola	B-PER
Saraki	I-PER
tófi	O
gbóríyìn	O
fún	O
àwọn	O
òṣìṣẹ́	O
fún	O
ipa	O
tí	O
wón	O
nko	O
nínú	O
ìdàgbàsókè	O
ilẹ̀	O
wa	O
ninu	O
àtèjáde	O
ti	O
akọ̀wé	O
fún	O
Dokita	O
Saraki	B-PER
buwọ́lù	O
ìyen	O
Ogbeni	O
Yusuph	B-PER
Olaniyonu	I-PER
lóti	O
gbóríyín	O
fún	O
àwọn	O
tó	O
gbèrò	O
láti	O
joko	O
ìpàdé	O
pọ̀	O
pẹ̀lú	O
ìjoba	O
lati	O
so	O
àsoyèpọ̀	O
lórí	O
ìdàmú	O
tónkójú	O
àwọn	O
òṣìṣẹ́	O
.	O
	
Saraki	B-PER
mu	O
da	O
wọn	O
lójú	O
pé	O
ìgbà	O
ọ̀tun	O
ńbò	O
ṣùgbọ́n	O
ki	O
àwọn	O
òṣìṣẹ́	O
o	O
ri	O
dájúpé	O
wọn	O
nsa	O
ipá	O
wọn	O
pàápá	O
lẹ́nu	O
isẹ́	O
oòòjó	O
wọn	O
.	O
	
À	O
wọn	O
Òṣìṣí	O
ìpìnlẹ́	O
yí	O
lóti	O
kórajo	O
si	O
pápá	O
ìseré	O
Agege	O
Stadium	B-ORG
láti	O
sààmì	O
àyájọ́	O
àwọn	O
òṣìṣẹ́	O
	
Komisona	O
fun	O
Ìdáṣẹ́sílẹ̀	O
ìkọ́ni	O
àti	O
ìfẹ̀yìntì	O
Ogbeni	O
Akintola	B-PER
Benson	B-LOC
gbóríyín	O
fún	O
Àjo	O
tó	O
nmójútó	O
ìgbáyé	O
gbádùn	O
òṣìṣẹ́	O
bi	O
wọn	O
se	O
n	O
bèrè	O
fún	O
owun	O
amúáyéderùn	O
fun	O
àwọn	O
Òṣìṣẹ́	O
.	O
	
Óní	O
ìjoba	O
pẹ́lú	O
àwọn	O
alẹ̀nulórò	O
yí	O
ò	O
tún	O
bọ̀	O
ma	O
tẹ̀síwájú	O
láti	O
mú	O
ìdàgbàsókè	O
bá	O
eka	O
ètò	O
òṣìṣẹ̀	O
	
Ọ̀gbẹni	O
Francis	B-LOC
Ogunremi	B-PER
tójẹ́	O
alága	O
fún	O
àwọn	O
Onísòwò	O
pe	O
Gomina	B-PER
Akinwunmi	I-PER
Ambode	I-PER
láti	O
bẹ̀rẹ̀	O
síní	O
san	O
owó	O
osú	O
òṣìṣẹ̀	O
tó	O
kéré	O
jù	O
nínú	O
Oṣù	B-DATE
Karun	I-DATE
Ọdún	I-DATE
bakanna	I-DATE
ni	O
wọn	O
tún	O
bèrè	O
fún	O
owó	O
àjemónú	O
ti	O
Oṣù	B-DATE
kẹrin	I-DATE
ọdún	I-DATE
.	I-DATE
	
Ẹ̀wẹ̀	O
lásìkò	O
tí	O
wón	O
npe	O
ìjoba	O
sí	O
àkíyèsí	O
Ọ̀gbẹ́ni	O
Ogunrẹmi	O
tún	O
rawó	O
ẹ̀bẹ̀	O
sí	O
ìjoba	O
láti	O
dákun	O
dábó	O
jẹ́	O
kí	O
owó	O
oṣù	B-DATE
àwọn	I-DATE
òṣìṣẹ̀	O
Orí	O
ò	O
rù	O
ẹnu	O
ò	O
jẹ	O
naa	O
o	O
ni	O
àsìkò	O
kosi	O
àti	O
iye	O
pàto	O
tí	O
wọn	O
yi	O
o	O
maa	O
gbà	O
nítorípé	O
kòye	O
kí	O
òógùn	O
Alábárù	O
ó	O
gbe	O
kótó	O
gbowó	O
ọ̀ọ̀ya	O
(proverb)	O
.	O
	
Ilé	O
Ìgbìmọ̀	O
Aṣòfin	O
ẹlẹ́kẹ̀jọ	O
lábẹ́	O
Aàre	O
wọ́n	O
Dr	O
Bukọla	O
Saraki	B-PER
ati	O
Igbákejìe	O
Yakubu	B-PER
Dogara	O
túwùþ	O
nṣojú	O
nílé	O
ìgbìmọ̀	O
aṣojú	O
ṣofín	O
ni	O
wọ́n	O
ti	O
júwe	O
gẹ́gẹ́bí	O
aṣíwájú	O
rere	O
tósí	O
nfẹ́n	O
ìlọsíwájú	O
ilẹ̀	O
yí	O
.	O
	
Ọ̀mọ	O
ilé	O
ìgbìmọ̀	O
Aṣojú	O
ṣòfin	O
tó	O
nṣojú	O
Àgbádárìgì	O
Ọ̀gbẹ́ni	O
Joseph	B-PER
Bamgbose	I-PER
ló	O
ọ̀rọ̀	O
yí	O
lásìkò	O
to	O
ngbe	O
oríyìn	O
fun	O
wọn	O
pé	O
èróngbà	O
ìjọba	O
ló	O
mumú	O
láyàwọn	O
ọ̀rọ̀	O
lásìkò	O
ètò	O
ìrónilágba	O
lórí	O
ètò	O
Ọ̀gbìn,isẹ́	O
ọnà	O
ti	O
ọ̀pọ̀lọpọ̀	O
oníṣẹ́-ọwọ́	O
na	O
si	O
rí	O
gbà	O
lááti	O
jààbọ́	O
fun	O
àwọn	O
to	O
lo	O
sojú	O
fún	O
labuja	O
bakana	O
lótún	O
ṣe	O
ìlérí	O
òwun	O
kòní	O
já	O
àwọn	O
ènìyán	O
kulẹ̀	O
lọ́jọ́-kọ́jọ́	O
.	O
	
Àjọ	O
tón	O
ngbógun	O
ti	O
ìwà	O
ìbà’jẹ̀	O
ẹ̀ka	O
ti	O
ìjọba	O
àpapọ̀	O
tí	O
jáwé	O
adámọlẹ́kun	O
fún	O
àwọn	O
ọmọ	O
gànfé	O
tó	O
ngba	O
owó	O
kòtó	O
lọ́wọ́	O
àwọn	O
Awakọ̀	O
àjàgbé	O
Àpápá	O
	
Ọ̀gá	O
Àgbà	O
àwọn	O
Ọ̀gbẹ́ni	O
Kayode	B-PER
Ọpeifa	O
tó	O
sọ̀rọ̀	O
yi	O
pé	O
àwọn	O
ti	O
fún	O
ní	O
gbèdéke	O
ti	O
Ọjọ́	O
naa	O
sìtipé	O
lò’ní	O
.	O
	
Ọpeifa	O
ní	O
gbogbo	O
kàànda	O
owun	O
tósì	O
tún	O
ṣe	O
kìlọ̀-kìlọ̀	O
fún	O
àwọn	O
lọ́gà-lọ́gà	O
láti	O
darí	O
àwọn	O
Awakọ	O
sí	O
ibi	O
ìgbọ́kọ̀sí	O
tí	O
ìjọba	O
ti	O
yà	O
sọ́tọ́	O
fún	O
wọn	O
.	O
	
Bí	O
ọdún	B-DATE
se	I-DATE
n	O
súnmọ́	O
nii	O
àwọn	O
olùgbé	O
ìpínlẹ̀	O
ti	O
fajúro	O
bí	O
ojà	O
se	O
gbé	O
owó	O
lérí	O
tósì	O
gaju	O
agbára	O
wọn	O
lọ	O
.	O
	
Lára	O
àwọn	O
ènìyàn	O
tobá	O
iléṣe	O
wasọ̀rọ̀	O
oun	O
gbogbo	O
ló	O
gbe	O
owó	O
lórí	O
kọ́jásísọ	O
.	O
	
Wọ́n	O
rawọ́	O
ẹ̀bẹ̀	O
sí	O
ìjoba	O
Àpapọ̀	O
látiwa	O
ikan	O
sesi	O
	
Àjọ	O
tó	O
nmójútó	O
ìkólẹ̀-kòdọ̀tí	O
ti	O
ìpínlẹ̀	O
èkó	O
tiro	O
àwọn	O
olùgbé	O
látí	O
tọ́jú	O
a	O
wọn	O
ilẹ̀	O
lásìkò	O
ọdún	B-DATE
yi	I-DATE
láti	O
fi	O
dènà	O
àjàkálẹ́	O
àrún	O
	
Igbákejì	O
ọ̀ga	O
àgbà	O
àti	O
alámòjútó	O
Abileko	O
Folashade	B-PER
Kadiri	I-PER
ní	O
gbogbo	O
lótiwa	O
nile	O
láti	O
mu	O
agbègbè	O
wa	O
bọ́	O
lọ́wọ́	O
ààrùn	O
lásìkò	O
ọdún	B-DATE
yi	I-DATE
.	O
	
O	O
tún	O
sofún	O
wọn	O
pe	O
kí	O
wọn	O
da	O
ilẹ̀	O
sínú	O
àpò	O
ti	O
àjo	O
lasma	O
fún	O
wọn	O
.	O
	
Kíí	O
a	O
lè	O
lé	O
àìsàn	O
jìnà	O
sírawa	O
nítorípé	O
ààrùn	O
ìwọ̀sí	O
tínu	O
ẹ̀gbin	O
	
Ọ̀GÁ	O
